,ngram,freq,length,less1gram,less1gram_freq,hit_rate,suggest
9898,involving a,8,2,involving,56,0.142857143,a
10365,standards and,8,2,standards,56,0.142857143,and
10712,veteran of,8,2,veteran,56,0.142857143,of
13546,city council meeting,7,3,city council,49,0.142857143,meeting
13547,city of st,7,3,city of,49,0.142857143,st
13554,contributed to the,7,3,contributed to,49,0.142857143,the
13625,hall of famer,7,3,hall of,49,0.142857143,famer
14135,year in a,7,3,year in,49,0.142857143,a
14136,year in the,7,3,year in,49,0.142857143,the
14415,forward to the,6,3,forward to,42,0.142857143,the
14664,moved to new,6,3,moved to,42,0.142857143,new
14665,moved to the,6,3,moved to,42,0.142857143,the
14733,on may and,6,3,on may,42,0.142857143,and
14948,the news of,6,3,the news,42,0.142857143,of
15223,you will not,6,3,you will,42,0.142857143,not
15599,for more information visit,6,4,for more information,42,0.142857143,visit
15797,going to have a,5,4,going to have,35,0.142857143,a
15999,to pay for it,5,4,to pay for,35,0.142857143,it
1185,s and,41,2,s,288,0.142361111,and
1254,asked to,39,2,asked,274,0.142335766,to
2530,saw the,24,2,saw,169,0.142011834,the
10838,the first time,92,3,the first,648,0.141975309,time
2636,issue of,23,2,issue,162,0.141975309,of
11220,wanted to be,21,3,wanted to,148,0.141891892,be
4137,felt like,16,2,felt,113,0.14159292,like
4393,changes to,15,2,changes,106,0.141509434,to
11587,theres a lot,15,3,theres a,106,0.141509434,lot
4990,provided by,14,2,provided,99,0.141414141,by
11750,as it is,13,3,as it,92,0.141304348,is
11882,and has a,12,3,and has,85,0.141176471,a
76,when the,275,2,when,1949,0.141097999,the
7043,wait to,11,2,wait,78,0.141025641,to
12117,got a lot,11,3,got a,78,0.141025641,lot
2930,costs and,21,2,costs,149,0.140939597,and
15356,he said he was,10,4,he said he,71,0.14084507,was
8520,highest level,9,2,highest,64,0.140625,level
8927,society of,9,2,society,64,0.140625,of
9188,voted against,9,2,voted,64,0.140625,against
12592,because it was,9,3,because it,64,0.140625,was
1141,making the,42,2,making,299,0.140468227,the
1644,feel like,32,2,feel,228,0.140350877,like
9573,chicken and,8,2,chicken,57,0.140350877,and
10340,slow down,8,2,slow,57,0.140350877,down
10623,tied the,8,2,tied,57,0.140350877,the
13284,they could be,8,3,they could,57,0.140350877,be
4983,plant in,14,2,plant,100,0.14,in
13708,interested in the,7,3,interested in,50,0.14,the
14022,to close at,7,3,to close,50,0.14,at
14023,to close out,7,3,to close,50,0.14,out
3342,higher than,19,2,higher,136,0.139705882,than
11269,but i think,19,3,but i,136,0.139705882,think
5849,floor of,12,2,floor,86,0.139534884,of
14247,and this year,6,3,and this,43,0.139534884,year
14490,his father and,6,3,his father,43,0.139534884,and
14541,in prison and,6,3,in prison,43,0.139534884,and
14796,said if the,6,3,said if,43,0.139534884,the
14883,thats what were,6,3,thats what,43,0.139534884,were
15174,which will be,6,3,which will,43,0.139534884,be
510,next year,76,2,next,545,0.139449541,year
3839,following the,17,2,following,122,0.139344262,the
2738,age of,22,2,age,158,0.139240506,of
6981,theyve been,11,2,theyve,79,0.139240506,been
984,set up,48,2,set,345,0.139130435,up
10842,more than a,85,3,more than,612,0.138888889,a
4492,lower than,15,2,lower,108,0.138888889,than
7291,caught up,10,2,caught,72,0.138888889,up
7411,goals and,10,2,goals,72,0.138888889,and
7497,innings and,10,2,innings,72,0.138888889,and
7498,innings in,10,2,innings,72,0.138888889,in
7532,joined by,10,2,joined,72,0.138888889,by
12468,that you have,10,3,that you,72,0.138888889,have
15817,i think its a,5,4,i think its,36,0.138888889,a
15901,over the next two,5,4,over the next,36,0.138888889,two
15902,over the next years,5,4,over the next,36,0.138888889,years
15991,to do it and,5,4,to do it,36,0.138888889,and
15992,to do it said,5,4,to do it,36,0.138888889,said
3301,announced the,19,2,announced,137,0.138686131,the
3382,miles of,19,2,miles,137,0.138686131,of
10893,to make sure,51,3,to make,368,0.138586957,sure
1664,looking to,32,2,looking,231,0.138528139,to
2077,death of,27,2,death,195,0.138461538,of
8403,european union,9,2,european,65,0.138461538,union
8685,meat and,9,2,meat,65,0.138461538,and
8693,model for,9,2,model,65,0.138461538,for
12613,even though he,9,3,even though,65,0.138461538,he
12711,made it clear,9,3,made it,65,0.138461538,clear
798,left the,57,2,left,412,0.138349515,the
2175,added that,26,2,added,188,0.138297872,that
5497,station and,13,2,station,94,0.138297872,and
11430,to win a,17,3,to win,123,0.138211382,a
2571,weve had,24,2,weve,174,0.137931034,had
11245,that it was,20,3,that it,145,0.137931034,was
6095,save the,12,2,save,87,0.137931034,the
12058,who had been,12,3,who had,87,0.137931034,been
13072,if we can,8,3,if we,58,0.137931034,can
13073,if we dont,8,3,if we,58,0.137931034,dont
10960,the city of,38,3,the city,276,0.137681159,of
3367,included a,19,2,included,138,0.137681159,a
11543,if they are,15,3,if they,109,0.137614679,are
1358,played a,37,2,played,269,0.137546468,a
3007,quarter of,21,2,quarter,153,0.137254902,of
13602,for you to,7,3,for you,51,0.137254902,to
15503,in the us and,7,4,in the us,51,0.137254902,and
15544,to make sure the,7,4,to make sure,51,0.137254902,the
10959,such as the,38,3,such as,277,0.137184116,the
1800,change the,30,2,change,219,0.136986301,the
1834,running back,30,2,running,219,0.136986301,back
7327,decades of,10,2,decades,73,0.136986301,of
7740,search of,10,2,search,73,0.136986301,of
7998,walked into,10,2,walked,73,0.136986301,into
7999,walked out,10,2,walked,73,0.136986301,out
5488,seasons in,13,2,seasons,95,0.136842105,in
2381,person who,25,2,person,183,0.136612022,who
3006,provide a,21,2,provide,154,0.136363636,a
3073,turned into,21,2,turned,154,0.136363636,into
5765,beer and,12,2,beer,88,0.136363636,and
8555,immigration reform,9,2,immigration,66,0.136363636,reform
8636,labor department,9,2,labor,66,0.136363636,department
12860,to build the,9,3,to build,66,0.136363636,the
14364,didnt have any,6,3,didnt have,44,0.136363636,any
14365,didnt have to,6,3,didnt have,44,0.136363636,to
14979,the street from,6,3,the street,44,0.136363636,from
3270,vote on,20,2,vote,147,0.136054422,on
1393,care of,36,2,care,265,0.135849057,of
6768,passed the,11,2,passed,81,0.135802469,the
3413,rate in,19,2,rate,140,0.135714286,in
9355,advance of,8,2,advance,59,0.13559322,of
13258,the one who,8,3,the one,59,0.13559322,who
16,he said,756,2,he,5579,0.135508156,said
11851,to come back,13,3,to come,96,0.135416667,back
2318,attorney general,25,2,attorney,185,0.135135135,general
7340,doctors and,10,2,doctors,74,0.135135135,and
12443,she had a,10,3,she had,74,0.135135135,a
15737,are going to have,5,4,are going to,37,0.135135135,have
11928,i can tell,12,3,i can,89,0.134831461,tell
12043,to use the,12,3,to use,89,0.134831461,the
13586,focus on the,7,3,focus on,52,0.134615385,the
13890,seem to have,7,3,seem to,52,0.134615385,have
13942,the ground and,7,3,the ground,52,0.134615385,and
13960,the night before,7,3,the night,52,0.134615385,before
13961,the night of,7,3,the night,52,0.134615385,of
12729,not have a,9,3,not have,67,0.134328358,a
15408,were going to get,9,4,were going to,67,0.134328358,get
15409,were going to have,9,4,were going to,67,0.134328358,have
6591,host the,11,2,host,82,0.134146341,the
6678,martin luther,11,2,martin,82,0.134146341,luther
12102,dont know if,11,3,dont know,82,0.134146341,if
12247,to buy the,11,3,to buy,82,0.134146341,the
12271,years in the,11,3,years in,82,0.134146341,the
5378,leading the,13,2,leading,97,0.134020619,the
13,with a,847,2,with,6321,0.133997785,a
4572,teachers and,15,2,teachers,112,0.133928571,and
710,place in,61,2,place,456,0.13377193,in
2937,face of,21,2,face,157,0.133757962,of
966,group of,49,2,group,367,0.133514986,of
1300,hit a,38,2,hit,285,0.133333333,a
11077,he had a,26,3,he had,195,0.133333333,a
3598,international airport,18,2,international,135,0.133333333,airport
11900,chance to win,12,3,chance to,90,0.133333333,win
11935,im not sure,12,3,im not,90,0.133333333,sure
10339,sixth inning,8,2,sixth,60,0.133333333,inning
10698,unless they,8,2,unless,60,0.133333333,they
13069,if i were,8,3,if i,60,0.133333333,were
13342,use of a,8,3,use of,60,0.133333333,a
13367,what it means,8,3,what it,60,0.133333333,means
14185,about what they,6,3,about what,45,0.133333333,they
14371,do with the,6,3,do with,45,0.133333333,the
14587,it had to,6,3,it had,45,0.133333333,to
14996,the worlds biggest,6,3,the worlds,45,0.133333333,biggest
3827,ended in,17,2,ended,128,0.1328125,in
37,have been,459,2,have,3459,0.132697311,been
5218,benefit of,13,2,benefit,98,0.132653061,of
5444,owners of,13,2,owners,98,0.132653061,of
6864,table and,11,2,table,83,0.13253012,and
12061,a bit more,11,3,a bit,83,0.13253012,more
12674,in some of,9,3,in some,68,0.132352941,of
4132,either the,16,2,either,121,0.132231405,the
2922,bank of,21,2,bank,159,0.132075472,of
4791,changes in,14,2,changes,106,0.132075472,in
13478,as i can,7,3,as i,53,0.132075472,can
13684,in st paul,7,3,in st,53,0.132075472,paul
13705,in washington and,7,3,in washington,53,0.132075472,and
14142,you get the,7,3,you get,53,0.132075472,the
1527,once again,34,2,once,258,0.131782946,again
15267,as well as the,17,4,as well as,129,0.131782946,the
658,too much,64,2,too,486,0.131687243,much
1075,took a,45,2,took,342,0.131578947,a
1076,took the,45,2,took,342,0.131578947,the
11020,in an email,30,3,in an,228,0.131578947,email
7690,planning and,10,2,planning,76,0.131578947,and
7691,planning to,10,2,planning,76,0.131578947,to
12474,the economy is,10,3,the economy,76,0.131578947,is
15362,in new york and,10,4,in new york,76,0.131578947,and
15936,the city of cleveland,5,4,the city of,38,0.131578947,cleveland
11148,i have to,23,3,i have,175,0.131428571,to
3662,social security,18,2,social,137,0.131386861,security
11841,the third period,13,3,the third,99,0.131313131,period
2511,manager of,24,2,manager,183,0.131147541,of
9702,finding a,8,2,finding,61,0.131147541,a
10220,putting the,8,2,putting,61,0.131147541,the
10406,television and,8,2,television,61,0.131147541,and
13065,i love the,8,3,i love,61,0.131147541,the
15434,of the season and,8,4,of the season,61,0.131147541,and
6462,consider the,11,2,consider,84,0.130952381,the
6783,pressure from,11,2,pressure,84,0.130952381,from
12233,the man who,11,3,the man,84,0.130952381,who
12269,would not be,11,3,would not,84,0.130952381,be
2370,move to,25,2,move,191,0.130890052,to
11102,could be a,25,3,could be,191,0.130890052,a
4988,prison for,14,2,prison,107,0.130841121,for
10903,to make the,48,3,to make,368,0.130434783,the
2973,knew that,21,2,knew,161,0.130434783,that
3617,matter how,18,2,matter,138,0.130434783,how
12053,we had to,12,3,we had,92,0.130434783,to
12747,on tuesday night,9,3,on tuesday,69,0.130434783,night
12785,so far this,9,3,so far,69,0.130434783,this
14528,in february to,6,3,in february,46,0.130434783,to
14728,of time to,6,3,of time,46,0.130434783,to
14971,the scene of,6,3,the scene,46,0.130434783,of
2835,saw a,22,2,saw,169,0.130177515,a
1619,working on,33,2,working,254,0.12992126,on
7351,drugs and,10,2,drugs,77,0.12987013,and
3820,credit cards,17,2,credit,131,0.129770992,cards
454,dont know,82,2,dont,632,0.129746835,know
14004,they dont have,7,3,they dont,54,0.12962963,have
14082,was arrested on,7,3,was arrested,54,0.12962963,on
15557,you have to be,7,4,you have to,54,0.12962963,be
6472,de la,11,2,de,85,0.129411765,la
12225,the family of,11,3,the family,85,0.129411765,of
15346,more than a decade,11,4,more than a,85,0.129411765,decade
4551,seems like,15,2,seems,116,0.129310345,like
11481,said she was,16,3,said she,124,0.129032258,was
5810,davis said,12,2,davis,93,0.129032258,said
6077,release the,12,2,release,93,0.129032258,the
9935,jail on,8,2,jail,62,0.129032258,on
10328,shots and,8,2,shots,62,0.129032258,and
10329,shots in,8,2,shots,62,0.129032258,in
13009,do the same,8,3,do the,62,0.129032258,same
13101,involved in a,8,3,involved in,62,0.129032258,a
13112,it all the,8,3,it all,62,0.129032258,the
13366,what i do,8,3,what i,62,0.129032258,do
80,had a,261,2,had,2026,0.128825271,a
3775,add the,17,2,add,132,0.128787879,the
3947,step up,17,2,step,132,0.128787879,up
11436,well as the,17,3,well as,132,0.128787879,the
193,like a,151,2,like,1173,0.128729753,a
5377,leader of,13,2,leader,101,0.128712871,of
11849,this season and,13,3,this season,101,0.128712871,and
8853,retirement age,9,2,retirement,70,0.128571429,age
8942,status quo,9,2,status,70,0.128571429,quo
12554,a man and,9,3,a man,70,0.128571429,and
12555,a man who,9,3,a man,70,0.128571429,who
12670,in my mind,9,3,in my,70,0.128571429,mind
1953,yet to,29,2,yet,226,0.128318584,to
827,am to,55,2,am,429,0.128205128,to
7687,places to,10,2,places,78,0.128205128,to
7720,retired in,10,2,retired,78,0.128205128,in
12520,to me that,10,3,to me,78,0.128205128,that
15979,there was a lot,5,4,there was a,39,0.128205128,lot
15983,this is the first,5,4,this is the,39,0.128205128,first
6509,features a,11,2,features,86,0.127906977,a
6814,sale of,11,2,sale,86,0.127906977,of
3885,jones said,17,2,jones,133,0.127819549,said
10828,to be a,149,3,to be,1166,0.127787307,a
11157,the past two,23,3,the past,180,0.127777778,two
3649,received the,18,2,received,141,0.127659574,the
14867,that if the,6,3,that if,47,0.127659574,the
14877,that this was,6,3,that this,47,0.127659574,was
14921,the front row,6,3,the front,47,0.127659574,row
14961,the power play,6,3,the power,47,0.127659574,play
15614,in a statement released,6,4,in a statement,47,0.127659574,released
15624,in the last few,6,4,in the last,47,0.127659574,few
11120,to go to,25,3,to go,196,0.12755102,to
185,years ago,157,2,years,1232,0.127435065,ago
3217,starting to,20,2,starting,157,0.127388535,to
11251,they have to,20,3,they have,157,0.127388535,to
13590,for some of,7,3,for some,55,0.127272727,of
13591,for some time,7,3,for some,55,0.127272727,time
13629,have had to,7,3,have had,55,0.127272727,to
14092,were in the,7,3,were in,55,0.127272727,the
1399,give the,36,2,give,283,0.127208481,the
2803,let the,22,2,let,173,0.12716763,the
10060,notes that,8,2,notes,63,0.126984127,that
10195,population of,8,2,population,63,0.126984127,of
10679,trust and,8,2,trust,63,0.126984127,and
13070,if it is,8,3,if it,63,0.126984127,is
2389,saying that,25,2,saying,197,0.126903553,that
8320,candidate for,9,2,candidate,71,0.126760563,for
8422,fat mg,9,2,fat,71,0.126760563,mg
8423,feb at,9,2,feb,71,0.126760563,at
8513,helping to,9,2,helping,71,0.126760563,to
8643,lawyer for,9,2,lawyer,71,0.126760563,for
8651,legislation that,9,2,legislation,71,0.126760563,that
8704,n roll,9,2,n,71,0.126760563,roll
12571,and have a,9,3,and have,71,0.126760563,a
12713,make sure the,9,3,make sure,71,0.126760563,the
393,police said,91,2,police,718,0.126740947,said
397,while the,91,2,while,718,0.126740947,the
7719,results of,10,2,results,79,0.126582278,of
7787,struck by,10,2,struck,79,0.126582278,by
12281,a statement that,10,3,a statement,79,0.126582278,that
11208,said it is,21,3,said it,166,0.126506024,is
2900,weve been,22,2,weve,174,0.126436782,been
6794,ran for,11,2,ran,87,0.126436782,for
6803,restaurants and,11,2,restaurants,87,0.126436782,and
1511,food and,34,2,food,269,0.126394052,and
2337,full of,25,2,full,198,0.126262626,of
5397,moving forward,13,2,moving,103,0.126213592,forward
11663,in which the,14,3,in which,111,0.126126126,the
2522,player in,24,2,player,191,0.12565445,in
107,up to,227,2,up,1807,0.125622579,to
732,little bit,60,2,little,480,0.125,bit
1225,look for,40,2,look,320,0.125,for
1737,jersey city,31,2,jersey,248,0.125,city
11079,he is a,26,3,he is,208,0.125,a
4773,built a,14,2,built,112,0.125,a
4774,built in,14,2,built,112,0.125,in
5013,spot in,14,2,spot,112,0.125,in
5253,cuts to,13,2,cuts,104,0.125,to
5430,offered to,13,2,offered,104,0.125,to
6473,dead at,11,2,dead,88,0.125,at
7037,understand what,11,2,understand,88,0.125,what
15335,end of the year,11,4,end of the,88,0.125,year
8530,hitting a,9,2,hitting,72,0.125,a
8531,hitting the,9,2,hitting,72,0.125,the
8622,joined in,9,2,joined,72,0.125,in
12781,she is the,9,3,she is,72,0.125,the
9592,concern that,8,2,concern,64,0.125,that
10744,weather service,8,2,weather,64,0.125,service
