,ngram,freq,length,less1gram,less1gram_freq,hit_rate,suggest
1424,rt you,17,2,rt,969,0.01754386,you
1783,how can,14,2,how,798,0.01754386,can
1784,how does,14,2,how,798,0.01754386,does
2053,today but,13,2,today,742,0.017520216,but
225,is my,67,2,is,3826,0.017511762,my
2805,think so,10,2,think,572,0.017482517,so
1497,from your,16,2,from,917,0.017448201,your
117,you and,100,2,you,5740,0.017421603,and
988,not so,22,2,not,1263,0.017418844,so
683,are in,29,2,are,1666,0.017406963,in
709,this summer,29,2,this,1672,0.017344498,summer
662,so happy,30,2,so,1731,0.017331023,happy
663,so to,30,2,so,1731,0.017331023,to
407,that the,43,2,that,2488,0.017282958,the
1010,was on,22,2,was,1273,0.017282011,on
1011,was that,22,2,was,1273,0.017282011,that
976,its so,22,2,its,1278,0.017214397,so
1058,out my,21,2,out,1220,0.017213115,my
3237,well have,9,2,well,523,0.017208413,have
3238,well its,9,2,well,523,0.017208413,its
3239,well see,9,2,well,523,0.017208413,see
1286,good one,18,2,good,1054,0.017077799,one
3585,really a,8,2,really,469,0.017057569,a
3586,really do,8,2,really,469,0.017057569,do
3587,really dont,8,2,really,469,0.017057569,dont
4868,for a long,6,3,for a,352,0.017045455,long
4869,for a week,6,3,for a,352,0.017045455,week
639,with this,31,2,with,1819,0.017042331,this
3726,were just,8,2,were,470,0.017021277,just
3727,were not,8,2,were,470,0.017021277,not
3728,were on,8,2,were,470,0.017021277,on
3729,were so,8,2,were,470,0.017021277,so
3730,were still,8,2,were,470,0.017021277,still
3731,were you,8,2,were,470,0.017021277,you
695,im still,29,2,im,1705,0.017008798,still
4050,for the ff,13,3,for the,766,0.016971279,ff
1713,when its,15,2,when,884,0.016968326,its
3751,work at,8,2,work,472,0.016949153,at
317,it up,53,2,it,3139,0.016884358,up
4644,i love him,7,3,i love,415,0.01686747,him
4645,i love them,7,3,i love,415,0.01686747,them
4646,i love when,7,3,i love,415,0.01686747,when
2829,too bad,10,2,too,593,0.016863406,bad
2830,too soon,10,2,too,593,0.016863406,soon
1813,know about,14,2,know,832,0.016826923,about
1814,know right,14,2,know,832,0.016826923,right
1815,know where,14,2,know,832,0.016826923,where
1884,u can,14,2,u,832,0.016826923,can
722,are not,28,2,are,1666,0.016806723,not
1493,dont miss,16,2,dont,952,0.016806723,miss
1945,go away,13,2,go,774,0.016795866,away
1946,go follow,13,2,go,774,0.016795866,follow
3514,much love,8,2,much,477,0.016771488,love
907,but if,23,2,but,1372,0.016763848,if
3697,tonight for,8,2,tonight,478,0.016736402,for
3698,tonight in,8,2,tonight,478,0.016736402,in
2209,new song,12,2,new,718,0.016713092,song
788,just finished,26,2,just,1556,0.016709512,finished
329,my favorite,51,2,my,3053,0.01670488,favorite
2651,he does,10,2,he,599,0.016694491,does
2652,he gets,10,2,he,599,0.016694491,gets
108,a little,109,2,a,6533,0.016684525,little
1254,what happened,19,2,what,1140,0.016666667,happened
4537,to the game,8,3,to the,480,0.016666667,game
1019,all night,21,2,all,1261,0.01665345,night
1057,not going,21,2,not,1263,0.016627078,going
2528,there i,11,2,there,662,0.016616314,i
1948,great and,13,2,great,784,0.016581633,and
2936,cant help,9,2,cant,544,0.016544118,help
83,i would,126,2,i,7617,0.016541946,would
4894,have a feeling,6,3,have a,363,0.016528926,feeling
4895,have a happy,6,3,have a,363,0.016528926,happy
4896,have a problem,6,3,have a,363,0.016528926,problem
1549,rt we,16,2,rt,969,0.016511868,we
74,to my,139,2,to,8421,0.016506353,my
2264,they did,12,2,they,727,0.01650619,did
2265,they say,12,2,they,727,0.01650619,say
2266,they should,12,2,they,727,0.01650619,should
2267,they would,12,2,they,727,0.01650619,would
677,with it,30,2,with,1819,0.016492578,it
1187,do a,19,2,do,1155,0.016450216,a
1044,its my,21,2,its,1278,0.016431925,my
177,and you,77,2,and,4687,0.016428419,you
334,my new,50,2,my,3053,0.016377334,new
1102,get out,20,2,get,1222,0.016366612,out
223,for all,67,2,for,4096,0.016357422,all
1047,like my,21,2,like,1284,0.01635514,my
1048,like this,21,2,like,1284,0.01635514,this
941,we should,23,2,we,1407,0.016346837,should
2000,no worries,13,2,no,797,0.016311167,worries
3243,who do,9,2,who,552,0.016304348,do
3244,who dont,9,2,who,552,0.016304348,dont
3386,follow the,8,2,follow,491,0.016293279,the
692,have an,29,2,have,1780,0.016292135,an
693,have some,29,2,have,1780,0.016292135,some
1955,how it,13,2,how,798,0.016290727,it
1595,about what,15,2,about,922,0.01626898,what
3253,would do,9,2,would,554,0.016245487,do
3254,would it,9,2,would,554,0.016245487,it
2111,as good,12,2,as,741,0.016194332,good
2112,as long,12,2,as,741,0.016194332,long
3421,has anyone,8,2,has,494,0.016194332,anyone
3422,has it,8,2,has,494,0.016194332,it
2284,today im,12,2,today,742,0.016172507,im
4833,at the gym,6,3,at the,372,0.016129032,gym
4508,on the radio,8,3,on the,497,0.016096579,radio
4509,on the show,8,3,on the,497,0.016096579,show
1607,can see,15,2,can,943,0.015906681,see
3418,happy for,8,2,happy,503,0.015904573,for
3419,happy th,8,2,happy,503,0.015904573,th
3420,happy thanksgiving,8,2,happy,503,0.015904573,thanksgiving
89,i hope,121,2,i,7617,0.015885519,hope
265,of our,61,2,of,3840,0.015885417,our
2497,some things,11,2,some,693,0.015873016,things
1892,when a,14,2,when,884,0.015837104,a
1893,when my,14,2,when,884,0.015837104,my
1336,what im,18,2,what,1140,0.015789474,im
112,a new,103,2,a,6533,0.015766111,new
2493,see them,11,2,see,698,0.015759312,them
1613,dont let,15,2,dont,952,0.015756303,let
728,have any,28,2,have,1780,0.015730337,any
1150,was like,20,2,was,1273,0.015710919,like
1151,was so,20,2,was,1273,0.015710919,so
269,is on,60,2,is,3826,0.015682175,on
4110,for the mention,12,3,for the,766,0.015665796,mention
4111,for the shout,12,3,for the,766,0.015665796,shout
4529,to be able,8,3,to be,512,0.015625,able
4530,to be at,8,3,to be,512,0.015625,at
4531,to be done,8,3,to be,512,0.015625,done
763,so glad,27,2,so,1731,0.01559792,glad
1279,do is,18,2,do,1155,0.015584416,is
1280,do we,18,2,do,1155,0.015584416,we
1231,out at,19,2,out,1220,0.01557377,at
1609,day today,15,2,day,966,0.01552795,today
1385,if so,17,2,if,1095,0.015525114,so
2151,go get,12,2,go,774,0.015503876,get
2152,go in,12,2,go,774,0.015503876,in
2153,go see,12,2,go,774,0.015503876,see
2154,go with,12,2,go,774,0.015503876,with
1663,rt im,15,2,rt,969,0.015479876,im
78,to have,130,2,to,8421,0.015437596,have
2984,got back,9,2,got,587,0.015332198,back
2985,got your,9,2,got,587,0.015332198,your
145,you dont,88,2,you,5740,0.01533101,dont
2475,new book,11,2,new,718,0.015320334,book
2162,great show,12,2,great,784,0.015306122,show
3725,well you,8,2,well,523,0.015296367,you
1770,from pm,14,2,from,917,0.015267176,pm
723,at am,28,2,at,1835,0.015258856,am
2485,or is,11,2,or,722,0.015235457,is
100,i got,116,2,i,7617,0.015229093,got
3216,too late,9,2,too,593,0.015177066,late
279,is in,58,2,is,3826,0.015159435,in
3524,need it,8,2,need,528,0.015151515,it
3497,make up,8,2,make,529,0.015122873,up
2803,there and,10,2,there,662,0.01510574,and
4062,in the same,13,3,in the,861,0.015098722,same
1172,all about,19,2,all,1261,0.015067407,about
1173,all over,19,2,all,1261,0.015067407,over
2210,no longer,12,2,no,797,0.015056462,longer
2211,no no,12,2,no,797,0.015056462,no
2169,how old,12,2,how,798,0.015037594,old
366,it on,47,2,it,3139,0.014972921,on
605,me the,32,2,me,2141,0.014946287,the
606,me up,32,2,me,2141,0.014946287,up
1075,we get,21,2,we,1407,0.014925373,get
1076,we got,21,2,we,1407,0.014925373,got
1252,was great,19,2,was,1273,0.014925373,great
1456,what they,17,2,what,1140,0.014912281,they
1457,what u,17,2,what,1140,0.014912281,u
3573,people get,8,2,people,538,0.014869888,get
3574,people think,8,2,people,538,0.014869888,think
1220,its just,19,2,its,1278,0.01486698,just
1750,can come,14,2,can,943,0.014846235,come
1751,can have,14,2,can,943,0.014846235,have
1752,can u,14,2,can,943,0.014846235,u
2351,as hell,11,2,as,741,0.014844804,hell
2352,as it,11,2,as,741,0.014844804,it
2353,as soon,11,2,as,741,0.014844804,soon
1224,like me,19,2,like,1284,0.014797508,me
2981,going for,9,2,going,610,0.014754098,for
1405,love them,17,2,love,1154,0.014731369,them
1282,get off,18,2,get,1222,0.014729951,off
1283,get ready,18,2,get,1222,0.014729951,ready
1284,get up,18,2,get,1222,0.014729951,up
1760,dont care,14,2,dont,952,0.014705882,care
1761,dont talk,14,2,dont,952,0.014705882,talk
1762,dont tell,14,2,dont,952,0.014705882,tell
3357,cant think,8,2,cant,544,0.014705882,think
105,i had,112,2,i,7617,0.014703952,had
371,it will,46,2,it,3139,0.014654349,will
156,you to,84,2,you,5740,0.014634146,to
4764,to the gym,7,3,to the,480,0.014583333,gym
1095,but they,20,2,but,1372,0.014577259,they
3708,us all,8,2,us,549,0.014571949,all
3709,us the,8,2,us,549,0.014571949,the
3737,who knows,8,2,who,552,0.014492754,knows
3738,who was,8,2,who,552,0.014492754,was
4928,i love to,6,3,i love,415,0.014457831,to
106,i do,110,2,i,7617,0.014441381,do
107,i get,110,2,i,7617,0.014441381,get
3752,would u,8,2,would,554,0.014440433,u
2291,u are,12,2,u,832,0.014423077,are
2292,u dont,12,2,u,832,0.014423077,dont
2293,u guys,12,2,u,832,0.014423077,guys
1714,will come,15,2,will,1043,0.014381592,come
2929,by for,9,2,by,626,0.014376997,for
2766,see some,10,2,see,698,0.014326648,some
2767,see your,10,2,see,698,0.014326648,your
684,be able,29,2,be,2025,0.014320988,able
2222,one direction,12,2,one,838,0.014319809,direction
2223,one in,12,2,one,838,0.014319809,in
4506,of the game,8,3,of the,559,0.01431127,game
812,with all,26,2,with,1819,0.014293568,all
813,with that,26,2,with,1819,0.014293568,that
1264,all our,18,2,all,1261,0.014274385,our
2535,time is,11,2,time,771,0.014267185,is
5051,thanks for asking,6,3,thanks for,421,0.014251781,asking
92,to make,120,2,to,8421,0.014250089,make
2389,go and,11,2,go,774,0.014211886,and
2390,go for,11,2,go,774,0.014211886,for
2391,go home,11,2,go,774,0.014211886,home
2032,thanks i,13,2,thanks,918,0.01416122,i
1334,was amazing,18,2,was,1273,0.014139827,amazing
1335,was going,18,2,was,1273,0.014139827,going
977,just want,22,2,just,1556,0.014138817,want
1908,about my,13,2,about,922,0.014099783,my
3122,our website,9,2,our,639,0.014084507,website
4713,on the th,7,3,on the,497,0.014084507,th
876,im getting,24,2,im,1705,0.014076246,getting
877,im on,24,2,im,1705,0.014076246,on
1584,what it,16,2,what,1140,0.014035088,it
1302,like an,18,2,like,1284,0.014018692,an
95,to you,118,2,to,8421,0.014012588,you
655,me out,30,2,me,2141,0.014012144,out
3670,think a,8,2,think,572,0.013986014,a
3671,think he,8,2,think,572,0.013986014,he
3672,think ill,8,2,think,572,0.013986014,ill
4126,in the past,12,3,in the,861,0.013937282,past
1420,out our,17,2,out,1220,0.013934426,our
1368,get that,17,2,get,1222,0.01391162,that
1369,get you,17,2,get,1222,0.01391162,you
886,so hard,24,2,so,1731,0.013864818,hard
887,so im,24,2,so,1731,0.013864818,im
1523,love how,16,2,love,1154,0.013864818,how
1524,love with,16,2,love,1154,0.013864818,with
2748,or two,10,2,or,722,0.013850416,two
1183,but he,19,2,but,1372,0.013848397,he
1184,but my,19,2,but,1372,0.013848397,my
111,i like,105,2,i,7617,0.013784955,like
173,you should,79,2,you,5740,0.013763066,should
412,my phone,42,2,my,3053,0.01375696,phone
405,it and,43,2,it,3139,0.01369863,and
1633,if im,15,2,if,1095,0.01369863,im
817,at my,25,2,at,1835,0.013623978,my
2707,lol but,10,2,lol,736,0.013586957,but
2708,lol thats,10,2,lol,736,0.013586957,thats
1045,just dont,21,2,just,1556,0.013496144,dont
3699,too lol,8,2,too,593,0.013490725,lol
3700,too you,8,2,too,593,0.013490725,you
2825,today on,10,2,today,742,0.013477089,on
2826,today we,10,2,today,742,0.013477089,we
2827,today with,10,2,today,742,0.013477089,with
1415,not my,17,2,not,1263,0.013460016,my
1416,not only,17,2,not,1263,0.013460016,only
1417,not that,17,2,not,1263,0.013460016,that
1418,not too,17,2,not,1263,0.013460016,too
1899,will not,14,2,will,1043,0.013422819,not
3428,he still,8,2,he,599,0.013355593,still
744,be so,27,2,be,2025,0.013333333,so
325,is to,51,2,is,3826,0.013329848,to
478,on that,38,2,on,2857,0.013300665,that
479,on this,38,2,on,2857,0.013300665,this
1773,good time,14,2,good,1054,0.013282732,time
253,and im,62,2,and,4687,0.013228078,im
2446,know your,11,2,know,832,0.013221154,your
2547,u have,11,2,u,832,0.013221154,have
2548,u in,11,2,u,832,0.013221154,in
1711,what kind,15,2,what,1140,0.013157895,kind
1712,what would,15,2,what,1140,0.013157895,would
1273,but no,18,2,but,1372,0.013119534,no
1546,out a,16,2,out,1220,0.013114754,a
3409,going back,8,2,going,610,0.013114754,back
3410,going down,8,2,going,610,0.013114754,down
2242,thanks a,12,2,thanks,918,0.013071895,a
192,you do,75,2,you,5740,0.013066202,do
4237,for the new,10,3,for the,766,0.01305483,new
2096,about our,12,2,about,922,0.013015184,our
1649,love me,15,2,love,1154,0.012998267,me
118,i feel,99,2,i,7617,0.012997243,feel
119,i miss,99,2,i,7617,0.012997243,miss
2477,now in,11,2,now,847,0.012987013,in
2478,now we,11,2,now,847,0.012987013,we
3153,some good,9,2,some,693,0.012987013,good
2812,time at,10,2,time,771,0.012970169,at
2813,time of,10,2,time,771,0.012970169,of
2814,time you,10,2,time,771,0.012970169,you
912,have it,23,2,have,1780,0.012921348,it
2639,go down,10,2,go,774,0.012919897,down
972,im ready,22,2,im,1705,0.012903226,ready
610,that im,32,2,that,2488,0.012861736,im
153,a few,84,2,a,6533,0.012857799,few
1115,just for,20,2,just,1556,0.01285347,for
778,be at,26,2,be,2025,0.012839506,at
3354,by all,8,2,by,626,0.012779553,all
86,the same,125,2,the,9784,0.012775961,same
2644,great game,10,2,great,784,0.012755102,game
2645,great thanks,10,2,great,784,0.012755102,thanks
2646,great work,10,2,great,784,0.012755102,work
2120,can go,12,2,can,943,0.012725345,go
2121,can take,12,2,can,943,0.012725345,take
996,so we,22,2,so,1731,0.012709417,we
997,so you,22,2,so,1731,0.012709417,you
109,to a,107,2,to,8421,0.012706329,a
110,to me,107,2,to,8421,0.012706329,me
319,for this,52,2,for,4096,0.012695313,this
943,with us,23,2,with,1819,0.01264431,us
752,me back,27,2,me,2141,0.012610929,back
753,me if,27,2,me,2141,0.012610929,if
2133,dont make,12,2,dont,952,0.012605042,make
2134,dont see,12,2,dont,952,0.012605042,see
272,and then,59,2,and,4687,0.012588009,then
2728,no reason,10,2,no,797,0.012547051,reason
3093,new favorite,9,2,new,718,0.012534819,favorite
906,at me,23,2,at,1835,0.01253406,me
2663,how come,10,2,how,798,0.012531328,come
3563,our first,8,2,our,639,0.012519562,first
3564,our lives,8,2,our,639,0.012519562,lives
3565,our own,8,2,our,639,0.012519562,own
5097,to the park,6,3,to the,480,0.0125,park
5098,to the people,6,3,to the,480,0.0125,people
3118,or just,9,2,or,722,0.012465374,just
3119,or maybe,9,2,or,722,0.012465374,maybe
3120,or you,9,2,or,722,0.012465374,you
1522,like its,16,2,like,1284,0.012461059,its
631,that would,31,2,that,2488,0.012459807,would
2564,when all,11,2,when,884,0.012443439,all
2565,when is,11,2,when,884,0.012443439,is
2127,day off,12,2,day,966,0.01242236,off
2128,day on,12,2,day,966,0.01242236,on
3189,they got,9,2,they,727,0.012379642,got
3190,they had,9,2,they,727,0.012379642,had
818,be back,25,2,be,2025,0.012345679,back
1039,im pretty,21,2,im,1705,0.012316716,pretty
1660,out what,15,2,out,1220,0.012295082,what
1222,just like,19,2,just,1556,0.012210797,like
130,i hate,93,2,i,7617,0.012209531,hate
212,you a,70,2,you,5740,0.012195122,a
2909,as always,9,2,as,741,0.012145749,always
2910,as they,9,2,as,741,0.012145749,they
2911,as usual,9,2,as,741,0.012145749,usual
3214,today its,9,2,today,742,0.01212938,its
1757,do something,14,2,do,1155,0.012121212,something
1758,do what,14,2,do,1155,0.012121212,what
3665,there any,8,2,there,662,0.012084592,any
3666,there in,8,2,there,662,0.012084592,in
1455,we could,17,2,we,1407,0.012082445,could
5024,on the couch,6,3,on the,497,0.012072435,couch
5025,on the new,6,3,on the,497,0.012072435,new
5026,on the planet,6,3,on the,497,0.012072435,planet
215,you get,69,2,you,5740,0.012020906,get
2701,know my,10,2,know,832,0.012019231,my
2702,know why,10,2,know,832,0.012019231,why
2703,know youre,10,2,know,832,0.012019231,youre
2834,u do,10,2,u,832,0.012019231,do
2835,u just,10,2,u,832,0.012019231,just
2836,u think,10,2,u,832,0.012019231,think
2837,u want,10,2,u,832,0.012019231,want
2838,u were,10,2,u,832,0.012019231,were
2385,from all,11,2,from,917,0.011995638,all
2503,thanks again,11,2,thanks,918,0.011982571,again
2504,thanks you,11,2,thanks,918,0.011982571,you
2746,one can,10,2,one,838,0.011933174,can
2747,one that,10,2,one,838,0.011933174,that
2339,about me,11,2,about,922,0.011930586,me
558,on it,34,2,on,2857,0.011900595,it
559,on our,34,2,on,2857,0.011900595,our
1655,not gonna,15,2,not,1263,0.011876485,gonna
1656,not just,15,2,not,1263,0.011876485,just
3511,more fun,8,2,more,674,0.011869436,fun
3512,more info,8,2,more,674,0.011869436,info
2731,now a,10,2,now,847,0.011806375,a
2732,now for,10,2,now,847,0.011806375,for
2733,now to,10,2,now,847,0.011806375,to
1705,was it,15,2,was,1273,0.011783189,it
1706,was my,15,2,was,1273,0.011783189,my
4327,for the day,9,3,for the,766,0.011749347,day
1643,its in,15,2,its,1278,0.011737089,in
5076,to be here,6,3,to be,512,0.01171875,here
5077,to be more,6,3,to be,512,0.01171875,more
5078,to be with,6,3,to be,512,0.01171875,with
5079,to be working,6,3,to be,512,0.01171875,working
3307,an early,8,2,an,683,0.011713031,early
